Jantina,Status,Negeri,Salary,House,Years,Housesize,kitchensize,Pecah_dinding,flooring,flooring work,flooring_material,siling,Siling_material,Kabinet Dapur,Design_Cabinet,Jenis_Cabinet,saizbaseunit(ft),saizwallunit(ft),Saiztinggibaseunit(ft),Saiztinggiwallunit (ft),saiz tall cabinet (ft),Buitin_cabinet,materia_pintukabinet,material_handle,countertop,Materialcountertop,backsplash_wall ,Backplash_wallwork,Material_backsplash,Plumbing,sinki,Elektrik,Wiring_surface,wiring_conceal,Kerja_mengecat,Kos_upah,Kos_keseluruhan
Perempuan,Kahwin,Pahang,B40 ( < RM 4360 ),Flat,10,800,186,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,U- shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,8,3,4,2,Oven;Microwave;Stove,Solid Wood,Handle Aluminium Built-in,Ya,Wood Top,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Kaca,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,8006,12000
Perempuan,Kahwin,Perak,B40 ( < RM 4360 ),Flat,10,800,190,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,L �??shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Oven;Microwave;Stove,Solid Wood,Handle Aluminium Built-in,Ya,Wood Top,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Kaca,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,9000,11000
Lelaki,Kahwin,Perak,B40 ( < RM 4360 ),Flat,5,700,160,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,G- Shape,Base unit;wall unit,8,6,3,4,2,Oven;Microwave;Stove,Solid Plywood c/w HPL Laminated (Blockboard),Handle Aluminium Built-in,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Tiles,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,9003,12894
Lelaki,Bujang,Pahang,B40 ( < RM 4360 ),Flat,10,700,160,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,G- Shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Oven;Microwave;Stove,4G Glass Door,Handle Hidden,Ya,Wood Top,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Kayu,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,7043,11056
Lelaki,Kahwin,Kedah,B40 ( < RM 4360 ),Flat,10,700,160,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,G- Shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Oven;Microwave;Stove,Solid Wood,Handle Aluminium Built-in,Ya,Wood Top,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Kayu,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,8999,12000
Perempuan,Kahwin,Kedah,B40 ( < RM 4360 ),Flat,30,700,170,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,G- Shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,6,3,4,2,Oven;Microwave;Stove,4G Glass Door,Handle Aluminium Built-in,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Kaca,Ya,Sinki Berkembar,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,8943,12094
Perempuan,Kahwin,Terengganu,B40 ( < RM 4360 ),Flat,10,700,170,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,G- Shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,8,3,4,2,Oven;Microwave;Stove,4G Glass Door,Tic �?? tac / Tekan Untuk Buka,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Tiles,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,9007,12095
Lelaki,Bujang,Perak,B40 ( < RM 4360 ),Flat,5,700,189,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,G- Shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,8,3,4,2,Oven;Microwave;Stove,Solid Plywood c/w HPL Laminated (Blockboard),Handle Hidden,Ya,"Quartz, Granite & Marble ( Stone)",Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Kayu,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,9021,14888
Lelaki,Bujang,Kelantan,B40 ( < RM 4360 ),Flat,10,700,160,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,G- Shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Oven;Microwave;Stove,MDF Board Panel,Tic �?? tac / Tekan Untuk Buka,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Tiles,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,8998,11456
Lelaki,Bujang,Kelantan,B40 ( < RM 4360 ),Flat,20,700,180,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,G- Shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Oven;Microwave;Stove,MDF Board Panel,Tic �?? tac / Tekan Untuk Buka,Ya,Wood Top,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Kayu,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,8899,13003
Perempuan,Kahwin,Kelantan,B40 ( < RM 4360 ),Flat,10,700,166,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,G- Shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Oven;Microwave;Stove,Solid Plywood c/w HPL Laminated (Blockboard),Handle Hidden,Ya,Wood Top,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Kayu,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,8966,12098
Perempuan,Bujang,Kelantan,B40 ( < RM 4360 ),Flat,5,700,177,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,G- Shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,8,3,4,2,Oven;Microwave;Stove,4G Glass Door,Tic �?? tac / Tekan Untuk Buka,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Tiles,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,9000,13000
Lelaki,Bujang,Kelantan,B40 ( < RM 4360 ),Flat,10,700,176,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,U- shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,8,3,4,2,Oven;Microwave;Stove,4G Glass Door,Handle Potong 45 Degree,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,"Quartz, Granite & Marble (Stone)",Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,8097,12999
Lelaki,Kahwin,Kelantan,B40 ( < RM 4360 ),Flat,5,700,188,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,U- shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,8,3,4,2,Oven;Microwave;Stove,4G Glass Door,Handle Knob,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Tiles,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,8765,13000
Perempuan,Kahwin,Kelantan,B40 ( < RM 4360 ),Flat,5,800,167,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,G- Shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Oven;Microwave;Stove,4G Glass Door,Handle Aluminium Built-in,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Tiles,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,8896,13232
Lelaki,Kahwin,Pahang,B40 ( < RM 4360 ),Flat,5,800,189,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,G- Shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Oven;Microwave;Stove,4G Glass Door,Handle Potong 45 Degree,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Tiles,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,8997,12345
Perempuan,Kahwin,Pahang,B40 ( < RM 4360 ),Flat,10,900,150,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,U- shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,10,3,4,2,Oven;Microwave;Stove,Solid Wood,Handle Knob,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Tiles,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,10000,12098
Lelaki,Kahwin,Kelantan,B40 ( < RM 4360 ),Flat,10,900,199,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,U- shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Oven;Microwave;Stove,Solid Plywood c/w HPL Laminated (Blockboard),Handle Aluminium Built-in,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Kayu,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,8976,12000
Perempuan,Bujang,Kelantan,B40 ( < RM 4360 ),Flat,10,700,176,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,L �??shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Oven;Microwave;Stove,MDF Board Panel,Handle Hidden,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Tiles,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,8796,12997
Perempuan,Kahwin,Kelantan,B40 ( < RM 4360 ),Flat,10,899,199,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,L �??shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Oven;Microwave;Stove,MDF Board Panel,Handle Potong 45 Degree,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Tiles,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,9008,12000
Lelaki,Kahwin,Kelantan,B40 ( < RM 4360 ),Flat,10,900,199,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,U- shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Oven;Microwave;Stove,Solid Plywood c/w HPL Laminated (Blockboard),Handle Aluminium Built-in,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Kayu,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,8976,12000
Perempuan,Bujang,Kelantan,B40 ( < RM 4360 ),Flat,10,700,176,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,L �??shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Oven;Microwave;Stove,MDF Board Panel,Handle Hidden,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Tiles,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,8796,12997
Perempuan,Kahwin,Kelantan,B40 ( < RM 4360 ),Flat,10,899,199,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling kapur/siling plaster,Ya,L �??shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,6,3,4,2,Oven;Microwave;Stove,MDF Board Panel,Handle Potong 45 Degree,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Tiles,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,9008,12000
Lelaki,Kahwin,Terengganu,B40 ( < RM 4360 ),Teres,5,1421,190,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Mozek seramik atau porselin,Ya,Siling kapur/siling plaster,Ya,Island,"Base unit;wall unit;Tall unit(Oven,Microwave)",7,7,3,4,2,Microwave;Stove,Melamine,Handle Potong 45 Degree,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Tiles,Ya,Sinki Berkembar,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A,Tiada,Ya,9000,14000
Perempuan,Kahwin,Terengganu,"M40 ( RM4,360 - RM 9,619 )",Teres,5,1765,290,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Mozek seramik atau porselin,Ya,Siling kapur/siling plaster,Ya,Island,"Base unit;wall unit;Tall unit(Oven,Microwave)",8,8,3,4,2,Microwave;Stove,Melamine,Handle Potong 45 Degree,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Tiles,Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,9065,14321
Perempuan,Kahwin,Terengganu,"M40 ( RM4,360 - RM 9,619 )",Teres,5,1432,290,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Mozek seramik atau porselin,Ya,Siling kapur/siling plaster,Ya,Island,"Base unit;wall unit;Tall unit(Oven,Microwave)",9,9,3,4,2,Fridge;Microwave;Stove,Melamine,Handle Potong 45 Degree,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Tiles,Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,10654,14987
Perempuan,Bujang,Terengganu,"M40 ( RM4,360 - RM 9,619 )",Teres,10,2000,299,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Mozek seramik atau porselin,Ya,Siling kapur/siling plaster,Ya,Island,"Base unit;wall unit;Tall unit(Oven,Microwave)",9,9,3,4,2,Fridge;Microwave;Stove,Melamine,Handle Potong 45 Degree,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Tiles,Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tidak,11000,15098
Perempuan,Kahwin,Terengganu,B40 ( < RM 4360 ),Teres,30,2021,300,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Mozek seramik atau porselin,Ya,Siling kapur/siling plaster,Ya,Island,Base unit;wall unit,9,9,3,4,0,Stove,Melamine,Handle Potong 45 Degree,Ya,Solid Surface,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Tiles,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A,Tiada,Tidak,10231,16091
Perempuan,Kahwin,Kelantan,B40 ( < RM 4360 ),Teres,20,2000,298,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling composite,Ya,Island,"Base unit;wall unit;Tall unit(Oven,Microwave)",9,9,3,4,2,Microwave;Stove,Melamine,Handle Hidden,Ya,"Quartz, Granite & Marble ( Stone)",Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,"Quartz, Granite & Marble (Stone)",Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,13000,17000
Perempuan,Kahwin,Kelantan,B40 ( < RM 4360 ),Teres,20,2043,300,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling composite,Ya,Island,"Base unit;wall unit;Tall unit(Oven,Microwave)",9,9,3,4,2,Fridge;Oven;Microwave;Stove,3G Glass Door,Handle Hidden,Ya,"Quartz, Granite & Marble ( Stone)",Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,"Quartz, Granite & Marble (Stone)",Ya,Sinki Berkembar,Ya,Tiada,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Ya,13785,17091
Perempuan,Kahwin,Kelantan,B40 ( < RM 4360 ),Teres,10,2056,270,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling composite,Ya,Linear shape (galley),"Base unit;wall unit;Tall unit(Oven,Microwave)",10,10,3,4,2,Fridge;Oven;Microwave;Stove,3G Glass Door,Handle Hidden,Ya,"Quartz, Granite & Marble ( Stone)",Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,"Quartz, Granite & Marble (Stone)",Ya,Sinki Berkembar,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Tidak,13052,17564
Perempuan,Kahwin,Kelantan,"M40 ( RM4,360 - RM 9,619 )",Teres,20,2000,245,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling composite,Ya,Linear shape (galley),"Base unit;wall unit;Tall unit(Oven,Microwave)",10,10,3,4,2,Oven;Microwave;Stove,3G Glass Door,Handle Hidden,Ya,"Quartz, Granite & Marble ( Stone)",Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,"Quartz, Granite & Marble (Stone)",Ya,Sinki Berkembar,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A,Tiada,Ya,12999,16999
Perempuan,Kahwin,Kelantan,"T20 ( > RM 9,619 )",Teres,20,3021,311,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling composite,Ya,Linear shape (galley),"Base unit;wall unit;Tall unit(Oven,Microwave)",10,10,3,4,2,Fridge;Oven;Microwave;Stove,3G Glass Door,Handle Hidden,Ya,"Quartz, Granite & Marble ( Stone)",Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,"Quartz, Granite & Marble (Stone)",Ya,Sinki Berkembar,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A,Tiada,Ya,13000,16555
Perempuan,Kahwin,Kelantan,"M40 ( RM4,360 - RM 9,619 )",Teres,10,2098,200,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Marmar atau Granit (Natural Stones),Ya,Siling composite,Ya,Linear shape (galley),"Base unit;wall unit;Tall unit(Oven,Microwave)",10,10,3,4,2,Fridge;Oven;Microwave;Stove,3G Glass Door,Handle Hidden,Ya,"Quartz, Granite & Marble ( Stone)",Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,"Quartz, Granite & Marble (Stone)",Ya,Sinki Berkembar,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,13000,17000
Perempuan,Kahwin,Pahang,B40 ( < RM 4360 ),Teres,10,2341,241,Ya,Ya,Memasang lantai baru;Tiada,Jubin Marmar atau Granit (Natural Stones),Ya,Siling gantung,Ya,single Wall shape,"Base unit;wall unit;Tall unit(Oven,Microwave)",10,10,3,4,2,Fridge;Oven;Microwave;Stove,4G Glass Door,Handle Aluminium Built-in,Ya,"Quartz, Granite & Marble ( Stone)",Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,"Quartz, Granite & Marble (Stone)",Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian kipas;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,12000,16090
Perempuan,Kahwin,Pahang,"M40 ( RM4,360 - RM 9,619 )",Teres,10,1765,255,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Kaca,Ya,Siling gantung,Ya,single Wall shape,Base unit;wall unit,8,8,3,4,0,Stove,4G Glass Door,Handle Aluminium Built-in,Ya,Konkrit dan Tiles,Ya,Memasang lantai di dinding;Memecahkan jubin lama di dinding,Cat dinding/Wallpaper,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian soket plug 13A;Pendawaian ekzos fan,Tiada,Ya,11115,14000
Perempuan,Bujang,Pahang,"M40 ( RM4,360 - RM 9,619 )",Teres,10,1342,233,Ya,Ya,Memasang lantai baru;Memecahkan lantai lama,Jubin Kaca,Ya,Siling gantung,Ya,single Wall shape,Base unit;wall unit,8,8,3,4,0,Stove,4G Glass Door,Handle Aluminium Built-in,Ya,Konkrit dan Tiles,Ya,Memecahkan jubin lama di dinding,Cat dinding/Wallpaper,Ya,Sinki Tunggal,Ya,Pendawaian lampu;Pendawaian soket plug 13A,Tiada,Tidak,9000,15000
